hour,day_of_week,is_business_hours,is_late_night,source_ip_clean,source_network,source_is_private,has_valid_source_ip,user_clean,is_root_user,is_unknown_user,port_clean,protocol_clean,normalized_message,domain_count,url_count,message_length,word_count,contains_failed,contains_invalid,contains_root,contains_breakin,contains_disconnect,events_from_same_ip,events_for_same_user,same_ip_user_attempts,failed_events_from_same_ip,anomaly_label,anomaly_score
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,user,0,0,49813,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,143,12,5,63,normal,0.06967354833301415
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,authentication,0,0,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,12,12,63,anomaly,-0.016284035178789624
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,operator,0,0,-1,ssh,invalid_user,0,0,39,5,0,1,0,0,0,143,3,1,63,normal,0.06358454183670204
9,3,1,0,unknown,unknown,0,0,operator,0,0,-1,ssh,invalid_user,0,0,55,5,0,1,0,0,0,266,3,1,9,normal,0.07042829283934027
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,143,848,68,63,normal,0.06779560512918881
9,3,1,0,185.190.58.151,185.190.58.0/24,0,1,admin,0,0,-1,ssh,invalid_user,0,0,38,5,0,1,0,0,0,15,87,4,10,normal,0.045809019173860654
9,3,1,0,unknown,unknown,0,0,admin,0,0,-1,ssh,invalid_user,0,0,52,5,0,1,0,0,0,266,87,21,9,normal,0.05058798941658704
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,185.190.58.151,185.190.58.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,15,848,11,10,normal,0.06949954377347412
9,3,1,0,10.99.0.122,10.99.0.0/24,1,1,operator,0,0,53492,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,8,3,1,8,normal,0.07328211613035313
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,authentication,0,0,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,12,12,63,anomaly,-0.016284035178789624
9,3,1,0,185.119.58.151,185.119.58.0/24,0,1,admin,0,0,49948,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,13,87,10,13,normal,0.0694712466283322
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,admin,0,0,-1,ssh,invalid_user,0,0,36,5,0,1,0,0,0,143,87,10,63,normal,0.04671988127344523
9,3,1,0,unknown,unknown,0,0,admin,0,0,-1,ssh,invalid_user,0,0,52,5,0,1,0,0,0,266,87,21,9,normal,0.05058798941658704
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,143,848,68,63,normal,0.06779560512918881
-1,-1,0,0,109.99.0.122,109.99.0.0/24,0,1,admin,0,0,56901,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,10,87,4,10,normal,0.05242531503842551
-1,-1,0,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,848,68,63,anomaly,-0.018579335857878188
-1,-1,0,0,103.99.0.122,103.99.0.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,6,1,0,0,0,0,143,741,7,63,normal,0.03239662684312533
9,3,1,0,10.99.0.122,10.99.0.0/24,1,1,root,1,0,59841,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,8,741,2,8,normal,0.06522107523353671
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,848,68,63,normal,0.0
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,admin,0,0,-1,ssh,invalid_user,0,0,36,5,0,1,0,0,0,143,87,10,63,normal,0.04671988127344523
9,3,1,0,unknown,unknown,0,0,admin,0,0,-1,ssh,invalid_user,0,0,52,5,0,1,0,0,0,266,87,21,9,normal,0.05058798941658704
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,143,848,68,63,normal,0.06779560512918881
9,3,1,0,53.99.0.122,53.99.0.0/24,0,1,admin,0,0,63168,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,6,87,3,6,normal,0.07625702413176
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,848,68,63,normal,0.0
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,admin,0,0,-1,ssh,invalid_user,0,0,36,5,0,1,0,0,0,143,87,10,63,normal,0.04671988127344523
9,3,1,0,unknown,unknown,0,0,admin,0,0,-1,ssh,invalid_user,0,0,52,5,0,1,0,0,0,266,87,21,9,normal,0.05058798941658704
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,143,848,68,63,normal,0.06779560512918881
9,3,1,0,185.119.58.151,185.119.58.0/24,0,1,admin,0,0,49948,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,13,87,10,13,normal,0.0694712466283322
9,3,1,0,109.99.0.122,109.99.0.0/24,0,1,admin,0,0,50011,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,10,87,4,10,normal,0.08035623862077118
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,authentication,0,0,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,12,12,63,anomaly,-0.016284035178789624
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,admin,0,0,-1,ssh,invalid_user,0,0,36,5,0,1,0,0,0,143,87,10,63,normal,0.04671988127344523
9,3,1,0,unknown,unknown,0,0,admin,0,0,-1,ssh,invalid_user,0,0,52,5,0,1,0,0,0,266,87,21,9,normal,0.05058798941658704
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,143,848,68,63,normal,0.06779560512918881
9,3,1,0,10.99.0.122,10.99.0.0/24,1,1,admin,0,0,53531,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,8,87,3,8,normal,0.06408855329792285
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,authentication,0,0,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,12,12,63,anomaly,-0.016284035178789624
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,ftp,0,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,143,6,1,63,normal,0.06010175997467898
9,3,1,0,109.99.0.122,109.99.0.0/24,0,1,ftp,0,0,56079,ssh2,auth_failure,0,0,58,9,1,0,0,0,0,10,6,1,10,normal,0.05555320456706103
9,3,1,0,185.190.58.151,185.190.58.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,45,5,0,0,0,0,1,15,848,11,10,normal,0.0487410037894932
9,3,1,0,185.190.58.151,185.190.58.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,70,10,1,0,0,0,0,15,848,11,10,normal,0.05486625015073654
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,authentication,0,0,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,12,12,63,normal,0.0008168278917985439
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,monitor,0,0,-1,ssh,invalid_user,0,0,38,5,0,1,0,0,0,143,3,1,63,normal,0.06011048274076897
9,3,1,0,unknown,unknown,0,0,monitor,0,0,-1,ssh,invalid_user,0,0,54,5,0,1,0,0,0,266,3,1,9,normal,0.06873232372002341
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,143,848,68,63,normal,0.06779560512918881
9,3,1,0,10.99.0.122,10.99.0.0/24,1,1,monitor,0,0,59812,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,8,3,1,8,normal,0.0679677667001809
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,848,68,63,normal,0.013168449792460457
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,ftpuser from 103.99.0.122,0,0,-1,ssh,invalid_user,0,0,38,5,0,1,0,0,0,143,1,1,63,normal,0.03961858829801679
9,3,1,0,unknown,unknown,0,0,ftpuser,0,0,-1,ssh,invalid_user,0,0,54,5,0,1,0,0,0,266,4,2,9,normal,0.06767186155007637
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,67,7,1,0,0,0,0,143,848,68,63,normal,0.06354333057046085
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,ftpuser,0,0,62891,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,143,4,2,63,normal,0.05251284662590233
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,authentication,0,0,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,12,12,63,normal,0.0008168278917985439
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,pi,0,0,-1,ssh,invalid_user,0,0,33,5,0,1,0,0,0,143,3,2,63,normal,0.056026734944710554
9,3,1,0,unknown,unknown,0,0,pi,0,0,-1,ssh,invalid_user,0,0,49,5,0,1,0,0,0,266,3,1,9,normal,0.06382045475269943
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,143,848,68,63,normal,0.06779560512918881
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,pi,0,0,49289,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,143,3,2,63,normal,0.07564188506440411
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,848,68,63,normal,0.0
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,plcmspip from 103.99.0.122,0,0,-1,ssh,invalid_user,0,0,39,5,0,1,0,0,0,143,1,1,63,normal,0.06392551342538572
9,3,1,0,unknown,unknown,0,0,plcmspip,0,0,-1,ssh,invalid_user,0,0,55,5,0,1,0,0,0,266,2,1,9,normal,0.0695350851108888
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,143,848,68,63,normal,0.06779560512918881
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,plcmspip,0,0,51966,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,143,2,1,63,normal,0.08243167325551382
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,authentication,0,0,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,12,12,63,normal,0.0008168278917985439
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,management from 103.99.0.122,0,0,-1,ssh,invalid_user,0,0,41,5,0,1,0,0,0,143,1,1,63,normal,0.060131154002340315
9,3,1,0,unknown,unknown,0,0,management,0,0,-1,ssh,invalid_user,0,0,57,5,0,1,0,0,0,266,2,1,9,normal,0.06868837875985456
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,143,848,68,63,normal,0.06779560512918881
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,management,0,0,55028,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,143,2,1,63,normal,0.08272262115601786
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,848,68,63,normal,0.0
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,143,741,7,63,normal,0.061188789792949005
9,3,1,0,10.99.0.122,10.99.0.0/24,1,1,root,1,0,57956,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,8,741,2,8,normal,0.0673953049397144
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,848,68,63,normal,0.0
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,ftpuser was 103.99.0.122,0,0,-1,ssh,invalid_user,0,0,38,5,0,1,0,0,0,143,1,1,63,normal,0.040913272032418124
9,3,1,0,unknown,unknown,0,0,ftpuser,0,0,-1,ssh,invalid_user,0,0,54,5,0,1,0,0,0,266,4,2,9,normal,0.06767186155007637
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,143,848,68,63,normal,0.06779560512918881
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,ftpuser,0,0,60836,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,143,4,2,63,normal,0.05294561905192363
9,3,1,0,103.99.0.122,103.99.0.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,106,13,0,0,0,0,1,143,848,68,63,normal,0.0
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,93,7,0,0,0,0,0,341,848,187,168,anomaly,-0.007568873999309611
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,33314,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.0881443123202929
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,66,8,0,0,0,0,1,341,848,187,168,normal,0.06023031497574477
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,93,7,0,0,0,0,0,341,848,187,168,anomaly,-0.007568873999309611
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,34508,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.0881443123202929
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,66,8,0,0,0,0,1,341,848,187,168,normal,0.06416810279447077
9,3,1,0,185.107.58.151,185.107.58.0/24,0,1,api,0,0,-1,ssh,invalid_user,0,0,38,5,0,1,0,0,0,10,3,1,1,normal,0.047953247454760206
9,3,1,0,unknown,unknown,0,0,api,0,0,-1,ssh,invalid_user,0,0,50,5,0,1,0,0,0,266,3,1,9,normal,0.06340752837312053
9,3,1,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.06317256526538595
9,3,1,0,185.190.58.151,185.190.58.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,15,848,11,10,normal,0.06949954377347412
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,93,7,0,0,0,0,0,341,848,187,168,anomaly,-0.007568873999309611
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,185.119.58.151,185.119.58.0/24,0,1,api,0,0,36894,ssh2,auth_failure,0,0,36,6,1,1,0,0,0,13,3,1,13,normal,0.05021538194652181
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,35685,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.0881443123202929
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,66,8,0,0,0,0,1,341,848,187,168,normal,0.06023031497574477
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,93,7,0,0,0,0,0,341,848,187,168,anomaly,-0.007568873999309611
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,185.107.58.151,185.107.58.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,46,5,0,0,0,0,1,10,848,7,1,normal,0.043156502207243874
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,36902,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.08826360376637515
9,3,1,0,184.14.114.180,184.14.114.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,64,8,0,0,0,0,1,1,848,1,0,normal,0.0667917349737106
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,93,7,0,0,0,0,0,341,848,187,168,anomaly,-0.007568873999309611
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,38180,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.08850206562622298
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,66,8,0,0,0,0,1,341,848,187,168,normal,0.06416810279447077
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,93,7,0,0,0,0,0,341,848,187,168,anomaly,-0.007568873999309611
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,39319,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.0882388669488548
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,63,8,0,0,0,0,1,341,848,187,168,normal,0.06328485140512002
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,141,12,1,0,0,1,0,341,848,187,168,anomaly,-0.04288958674450827
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,40414,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.0882388669488548
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,66,8,0,0,0,0,1,341,848,187,168,normal,0.06416810279447077
9,3,1,0,185.107.58.151,185.107.58.0/24,0,1,unknown,0,1,-1,ssh,no_identification_string,0,0,59,7,0,0,0,0,0,10,848,7,1,normal,0.04401938411318007
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,93,7,0,0,0,0,0,341,848,187,168,anomaly,-0.007568873999309611
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,41834,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.08899202784677568
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,65,9,0,0,0,0,1,341,848,187,168,normal,0.047891381209185124
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,96,7,0,0,0,0,0,341,848,187,168,anomaly,-0.02187117708332903
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,67,7,1,0,0,0,0,341,741,92,168,normal,0.07154512922372802
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,43092,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.08911103256499758
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,65,9,0,0,0,0,1,341,848,187,168,normal,0.047891381209185124
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,141,12,1,0,0,1,0,341,848,187,168,anomaly,-0.04288958674450827
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,44328,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.08949245586302962
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,66,8,0,0,0,0,1,341,848,187,168,normal,0.06416810279447077
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,93,7,0,0,0,0,0,341,848,187,168,anomaly,-0.007568873999309611
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,45696,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.08961129131850964
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,66,8,0,0,0,0,1,341,848,187,168,normal,0.06416810279447077
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,93,7,0,0,0,0,0,341,848,187,168,anomaly,-0.007568873999309611
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,47004,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.09001825782144729
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,66,8,0,0,0,0,1,341,848,187,168,normal,0.06416810279447077
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,93,7,0,0,0,0,0,341,848,187,168,anomaly,-0.007568873999309611
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,48339,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.09001825782144729
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,66,8,0,0,0,0,1,341,848,187,168,normal,0.06416810279447077
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,93,7,0,0,0,0,0,341,848,187,168,anomaly,-0.007568873999309611
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,49674,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.08852200483890948
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,66,8,0,0,0,0,1,341,848,187,168,normal,0.06416810279447077
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,93,7,0,0,0,0,0,341,848,187,168,anomaly,-0.007568873999309611
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,50880,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.08829099445603061
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,64,8,0,0,0,0,1,341,848,187,168,normal,0.05987806218148545
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,93,7,0,0,0,0,0,341,848,187,168,anomaly,-0.007568873999309611
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,341,741,92,168,normal,0.07734905582193674
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,root,1,0,52176,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,341,741,92,168,normal,0.08829099445603061
9,3,1,0,187.141.143.180,187.141.143.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,66,8,0,0,0,0,1,341,848,187,168,normal,0.06416810279447077
